Pref,Pref.name,Age,DiagnoseYear,Sex,Population,CaseCount.TB,CaseCount.STBBI
5111,Leshan,"[30,33)",2011,0,46342,32,64
5111,Leshan,"[30,33)",2011,1,46814,51,55
5111,Leshan,"[30,33)",2012,0,48559,32,58
5111,Leshan,"[30,33)",2012,1,50991,54,54
5111,Leshan,"[30,33)",2013,0,49325,28,59
5111,Leshan,"[30,33)",2013,1,52960,55,73
5111,Leshan,"[30,33)",2014,0,45413,23,38
5111,Leshan,"[30,33)",2014,1,48276,38,45
5111,Leshan,"[30,33)",2015,0,45443,22,43
5111,Leshan,"[30,33)",2015,1,47565,39,44
5111,Leshan,"[30,33)",2016,0,57271,21,61
5111,Leshan,"[30,33)",2016,1,59843,33,53
5111,Leshan,"[30,33)",2017,0,66500,26,46
5111,Leshan,"[30,33)",2017,1,69920,40,77
5111,Leshan,"[30,33)",2018,0,65105,12,70
5111,Leshan,"[30,33)",2018,1,68939,25,67
5111,Leshan,"[33,36)",2005,0,115918,58,27
5111,Leshan,"[33,36)",2005,1,126611,128,89
5111,Leshan,"[33,36)",2006,0,112298,67,26
5111,Leshan,"[33,36)",2006,1,121665,152,58
5111,Leshan,"[33,36)",2007,0,104259,51,16
5111,Leshan,"[33,36)",2007,1,110612,127,61
5111,Leshan,"[33,36)",2008,0,97820,56,26
5111,Leshan,"[33,36)",2008,1,102724,109,68
5111,Leshan,"[33,36)",2009,0,89274,38,33
5111,Leshan,"[33,36)",2009,1,91800,89,70
5111,Leshan,"[33,36)",2010,0,76377,33,36
5111,Leshan,"[33,36)",2010,1,78100,78,49
5111,Leshan,"[33,36)",2011,0,60650,22,50
5111,Leshan,"[33,36)",2011,1,60760,71,55
5111,Leshan,"[33,36)",2012,0,50411,23,39
5111,Leshan,"[33,36)",2012,1,49759,66,58
5111,Leshan,"[33,36)",2013,0,44637,28,31
5111,Leshan,"[33,36)",2013,1,43527,59,51
5111,Leshan,"[33,36)",2014,0,46261,18,40
5111,Leshan,"[33,36)",2014,1,46564,49,57
5111,Leshan,"[33,36)",2015,0,49036,32,46
5111,Leshan,"[33,36)",2015,1,51338,54,49
5111,Leshan,"[33,36)",2016,0,50072,26,34
5111,Leshan,"[33,36)",2016,1,53583,44,71
5111,Leshan,"[33,36)",2017,0,46229,23,44
5111,Leshan,"[33,36)",2017,1,48981,27,69
5111,Leshan,"[33,36)",2018,0,46225,17,49
5111,Leshan,"[33,36)",2018,1,48224,20,46
5111,Leshan,"[36,39)",2005,0,109681,49,19
5111,Leshan,"[36,39)",2005,1,119085,126,66
5111,Leshan,"[36,39)",2006,0,116277,74,11
5111,Leshan,"[36,39)",2006,1,126732,145,50
5111,Leshan,"[36,39)",2007,0,113817,55,30
5111,Leshan,"[36,39)",2007,1,123918,164,45
5111,Leshan,"[36,39)",2008,0,112450,55,29
5111,Leshan,"[36,39)",2008,1,121882,139,53
5111,Leshan,"[36,39)",2009,0,108454,42,33
5111,Leshan,"[36,39)",2009,1,116534,105,65
5111,Leshan,"[36,39)",2010,0,100604,47,38
5111,Leshan,"[36,39)",2010,1,105806,106,67
5111,Leshan,"[36,39)",2011,0,94854,35,45
5111,Leshan,"[36,39)",2011,1,98827,104,81
5111,Leshan,"[36,39)",2012,0,87294,28,72
5111,Leshan,"[36,39)",2012,1,89159,100,93
5111,Leshan,"[36,39)",2013,0,75419,32,56
5111,Leshan,"[36,39)",2013,1,76731,74,66
5111,Leshan,"[36,39)",2014,0,60508,23,33
5111,Leshan,"[36,39)",2014,1,60409,54,65
5111,Leshan,"[36,39)",2015,0,50803,31,33
5111,Leshan,"[36,39)",2015,1,50057,44,67
5111,Leshan,"[36,39)",2016,0,45289,22,34
5111,Leshan,"[36,39)",2016,1,44134,51,66
5111,Leshan,"[36,39)",2017,0,46967,28,35
5111,Leshan,"[36,39)",2017,1,47207,35,61
5111,Leshan,"[36,39)",2018,0,49704,15,56
5111,Leshan,"[36,39)",2018,1,51905,32,67
5111,Leshan,"[39,42)",2005,0,106109,41,18
5111,Leshan,"[39,42)",2005,1,113796,88,38
5111,Leshan,"[39,42)",2006,0,104150,35,11
5111,Leshan,"[39,42)",2006,1,110701,131,44
5111,Leshan,"[39,42)",2007,0,107175,46,17
5111,Leshan,"[39,42)",2007,1,114488,154,57
5111,Leshan,"[39,42)",2008,0,106736,50,19
5111,Leshan,"[39,42)",2008,1,114975,120,38
5111,Leshan,"[39,42)",2009,0,112911,37,18
5111,Leshan,"[39,42)",2009,1,122106,104,78
5111,Leshan,"[39,42)",2010,0,110534,54,28
5111,Leshan,"[39,42)",2010,1,119445,107,46
5111,Leshan,"[39,42)",2011,0,109709,50,42
5111,Leshan,"[39,42)",2011,1,118114,104,63
5111,Leshan,"[39,42)",2012,0,106557,34,47
5111,Leshan,"[39,42)",2012,1,113833,99,75
5111,Leshan,"[39,42)",2013,0,99620,35,42
5111,Leshan,"[39,42)",2013,1,104258,88,85
5111,Leshan,"[39,42)",2014,0,94610,27,42
5111,Leshan,"[39,42)",2014,1,98192,78,79
5111,Leshan,"[39,42)",2015,0,87563,25,39
5111,Leshan,"[39,42)",2015,1,89165,50,59
5111,Leshan,"[39,42)",2016,0,75969,26,38
5111,Leshan,"[39,42)",2016,1,77099,48,84
5111,Leshan,"[39,42)",2017,0,61168,18,48
5111,Leshan,"[39,42)",2017,1,60959,47,70
5111,Leshan,"[39,42)",2018,0,51474,15,46
5111,Leshan,"[39,42)",2018,1,50655,31,86
5111,Leshan,"[42,45)",2005,0,66238,20,13
5111,Leshan,"[42,45)",2005,1,70697,57,33
5111,Leshan,"[42,45)",2006,0,90366,55,9
5111,Leshan,"[42,45)",2006,1,97213,113,27
5111,Leshan,"[42,45)",2007,0,107524,49,15
5111,Leshan,"[42,45)",2007,1,115320,123,37
5111,Leshan,"[42,45)",2008,0,103483,29,14
5111,Leshan,"[42,45)",2008,1,110022,94,39
5111,Leshan,"[42,45)",2009,0,101149,28,22
5111,Leshan,"[42,45)",2009,1,106502,97,35
5111,Leshan,"[42,45)",2010,0,104188,27,23
5111,Leshan,"[42,45)",2010,1,110322,88,63
5111,Leshan,"[42,45)",2011,0,104192,24,32
5111,Leshan,"[42,45)",2011,1,111370,87,66
5111,Leshan,"[42,45)",2012,0,111070,37,48
5111,Leshan,"[42,45)",2012,1,119332,95,67
5111,Leshan,"[42,45)",2013,0,109508,32,53
5111,Leshan,"[42,45)",2013,1,117665,85,75
5111,Leshan,"[42,45)",2014,0,109362,38,53
5111,Leshan,"[42,45)",2014,1,117137,105,62
5111,Leshan,"[42,45)",2015,0,106694,32,51
5111,Leshan,"[42,45)",2015,1,113435,61,83
5111,Leshan,"[42,45)",2016,0,100034,24,46
5111,Leshan,"[42,45)",2016,1,104222,68,119
5111,Leshan,"[42,45)",2017,0,95125,27,59
5111,Leshan,"[42,45)",2017,1,98288,71,93
5111,Leshan,"[42,45)",2018,0,88094,21,90
5111,Leshan,"[42,45)",2018,1,89315,59,117
5111,Leshan,"[45,48)",2005,0,43592,12,6
5111,Leshan,"[45,48)",2005,1,48763,59,9
5111,Leshan,"[45,48)",2006,0,29710,14,6
5111,Leshan,"[45,48)",2006,1,32670,45,16
5111,Leshan,"[45,48)",2007,0,35372,23,4
5111,Leshan,"[45,48)",2007,1,37671,58,11
5111,Leshan,"[45,48)",2008,0,64236,19,8
5111,Leshan,"[45,48)",2008,1,67871,72,19
5111,Leshan,"[45,48)",2009,0,87941,31,15
5111,Leshan,"[45,48)",2009,1,93764,94,24
5111,Leshan,"[45,48)",2010,0,105035,29,21
5111,Leshan,"[45,48)",2010,1,111735,99,45
5111,Leshan,"[45,48)",2011,0,101366,34,27
5111,Leshan,"[45,48)",2011,1,106936,86,51
5111,Leshan,"[45,48)",2012,0,99632,29,30
5111,Leshan,"[45,48)",2012,1,104174,80,55
5111,Leshan,"[45,48)",2013,0,103328,25,36
5111,Leshan,"[45,48)",2013,1,108762,88,67
5111,Leshan,"[45,48)",2014,0,103906,28,46
5111,Leshan,"[45,48)",2014,1,110472,82,88
5111,Leshan,"[45,48)",2015,0,111182,36,47
5111,Leshan,"[45,48)",2015,1,118849,78,73
5111,Leshan,"[45,48)",2016,0,109864,31,52
5111,Leshan,"[45,48)",2016,1,117453,65,101
5111,Leshan,"[45,48)",2017,0,109819,31,72
5111,Leshan,"[45,48)",2017,1,117026,76,118
5111,Leshan,"[45,48)",2018,0,107177,31,74
5111,Leshan,"[45,48)",2018,1,113364,61,148
5111,Leshan,"[48,51)",2005,0,74079,41,6
5111,Leshan,"[48,51)",2005,1,78356,91,22
5111,Leshan,"[48,51)",2006,0,67384,42,8
5111,Leshan,"[48,51)",2006,1,72429,114,18
5111,Leshan,"[48,51)",2007,0,55452,51,4
5111,Leshan,"[48,51)",2007,1,60852,83,12
5111,Leshan,"[48,51)",2008,0,42077,29,8
5111,Leshan,"[48,51)",2008,1,46552,54,17
5111,Leshan,"[48,51)",2009,0,28054,12,7
5111,Leshan,"[48,51)",2009,1,30362,43,15
5111,Leshan,"[48,51)",2010,0,33687,13,12
5111,Leshan,"[48,51)",2010,1,35335,54,22
5111,Leshan,"[48,51)",2011,0,62665,18,18
5111,Leshan,"[48,51)",2011,1,65574,65,22
5111,Leshan,"[48,51)",2012,0,86685,26,31
5111,Leshan,"[48,51)",2012,1,91746,78,39
5111,Leshan,"[48,51)",2013,0,104203,38,36
5111,Leshan,"[48,51)",2013,1,110151,90,52
5111,Leshan,"[48,51)",2014,0,100998,29,33
5111,Leshan,"[48,51)",2014,1,105947,89,59
5111,Leshan,"[48,51)",2015,0,99594,25,29
5111,Leshan,"[48,51)",2015,1,103587,63,90
5111,Leshan,"[48,51)",2016,0,103487,30,60
5111,Leshan,"[48,51)",2016,1,108379,82,73
5111,Leshan,"[48,51)",2017,0,104164,28,63
5111,Leshan,"[48,51)",2017,1,110182,89,109
5111,Leshan,"[48,51)",2018,0,111463,27,80
5111,Leshan,"[48,51)",2018,1,118509,90,153
5111,Leshan,"[51,54)",2005,0,78786,44,13
5111,Leshan,"[51,54)",2005,1,79951,91,9
5111,Leshan,"[51,54)",2006,0,78792,34,8
5111,Leshan,"[51,54)",2006,1,80519,121,18
5111,Leshan,"[51,54)",2007,0,75133,46,10
5111,Leshan,"[51,54)",2007,1,77645,130,20
5111,Leshan,"[51,54)",2008,0,72483,43,8
5111,Leshan,"[51,54)",2008,1,75896,101,12
5111,Leshan,"[51,54)",2009,0,65729,25,9
5111,Leshan,"[51,54)",2009,1,69880,70,18
5111,Leshan,"[51,54)",2010,0,53923,25,7
5111,Leshan,"[51,54)",2010,1,58493,65,24
5111,Leshan,"[51,54)",2011,0,40854,13,10
5111,Leshan,"[51,54)",2011,1,44659,48,27
5111,Leshan,"[51,54)",2012,0,27250,8,5
5111,Leshan,"[51,54)",2012,1,29122,34,21
5111,Leshan,"[51,54)",2013,0,33188,16,10
5111,Leshan,"[51,54)",2013,1,34481,35,19
5111,Leshan,"[51,54)",2014,0,62279,17,16
5111,Leshan,"[51,54)",2014,1,64689,69,45
5111,Leshan,"[51,54)",2015,0,86324,18,37
5111,Leshan,"[51,54)",2015,1,90686,60,54
5111,Leshan,"[51,54)",2016,0,103842,32,45
5111,Leshan,"[51,54)",2016,1,108921,75,97
5111,Leshan,"[51,54)",2017,0,100745,25,73
5111,Leshan,"[51,54)",2017,1,104851,80,116
5111,Leshan,"[51,54)",2018,0,99368,24,87
5111,Leshan,"[51,54)",2018,1,102511,61,127
5111,Leshan,"[54,57)",2005,0,58069,31,6
5111,Leshan,"[54,57)",2005,1,60906,95,16
5111,Leshan,"[54,57)",2006,0,63325,39,12
5111,Leshan,"[54,57)",2006,1,64960,110,22
5111,Leshan,"[54,57)",2007,0,70885,39,13
5111,Leshan,"[54,57)",2007,1,71704,115,16
5111,Leshan,"[54,57)",2008,0,77240,53,13
5111,Leshan,"[54,57)",2008,1,77474,110,14
5111,Leshan,"[54,57)",2009,0,77187,39,11
5111,Leshan,"[54,57)",2009,1,77925,86,15
5111,Leshan,"[54,57)",2010,0,73618,28,9
5111,Leshan,"[54,57)",2010,1,75140,90,31
5111,Leshan,"[54,57)",2011,0,71150,23,17
5111,Leshan,"[54,57)",2011,1,73596,83,25
5111,Leshan,"[54,57)",2012,0,64684,23,20
5111,Leshan,"[54,57)",2012,1,67963,74,27
5111,Leshan,"[54,57)",2013,0,53229,19,17
5111,Leshan,"[54,57)",2013,1,57077,66,22
5111,Leshan,"[54,57)",2014,0,40474,16,18
5111,Leshan,"[54,57)",2014,1,43747,42,31
5111,Leshan,"[54,57)",2015,0,27121,10,24
5111,Leshan,"[54,57)",2015,1,28676,28,22
5111,Leshan,"[54,57)",2016,0,33082,9,21
5111,Leshan,"[54,57)",2016,1,34025,35,37
5111,Leshan,"[54,57)",2017,0,61973,11,36
5111,Leshan,"[54,57)",2017,1,63691,61,58
5111,Leshan,"[54,57)",2018,0,85872,22,58
5111,Leshan,"[54,57)",2018,1,89179,61,114
5111,Leshan,"[57,60)",2005,0,50056,35,4
5111,Leshan,"[57,60)",2005,1,54923,87,6
5111,Leshan,"[57,60)",2006,0,54431,53,11
5111,Leshan,"[57,60)",2006,1,59200,113,18
5111,Leshan,"[57,60)",2007,0,55619,39,4
5111,Leshan,"[57,60)",2007,1,58517,109,19
5111,Leshan,"[57,60)",2008,0,56806,38,6
5111,Leshan,"[57,60)",2008,1,58809,102,11
5111,Leshan,"[57,60)",2009,0,61986,28,10
5111,Leshan,"[57,60)",2009,1,62733,89,6
5111,Leshan,"[57,60)",2010,0,69538,32,11
5111,Leshan,"[57,60)",2010,1,69391,91,23
5111,Leshan,"[57,60)",2011,0,75988,25,8
5111,Leshan,"[57,60)",2011,1,75201,83,27
5111,Leshan,"[57,60)",2012,0,76163,18,27
5111,Leshan,"[57,60)",2012,1,75888,73,24
5111,Leshan,"[57,60)",2013,0,72859,25,20
5111,Leshan,"[57,60)",2013,1,73412,69,34
5111,Leshan,"[57,60)",2014,0,70608,26,24
5111,Leshan,"[57,60)",2014,1,72106,66,47
5111,Leshan,"[57,60)",2015,0,64338,20,17
5111,Leshan,"[57,60)",2015,1,66735,62,48
5111,Leshan,"[57,60)",2016,0,53059,19,29
5111,Leshan,"[57,60)",2016,1,56156,49,60
5111,Leshan,"[57,60)",2017,0,40429,10,23
5111,Leshan,"[57,60)",2017,1,43124,38,49
5111,Leshan,"[57,60)",2018,0,27154,4,29
5111,Leshan,"[57,60)",2018,1,28338,20,43
5111,Leshan,"[60,63)",2005,0,47353,22,2
5111,Leshan,"[60,63)",2005,1,49723,91,14
5111,Leshan,"[60,63)",2006,0,47647,40,5
5111,Leshan,"[60,63)",2006,1,50406,133,14
5111,Leshan,"[60,63)",2007,0,48258,39,5
5111,Leshan,"[60,63)",2007,1,51934,125,12
5111,Leshan,"[60,63)",2008,0,48696,32,5
5111,Leshan,"[60,63)",2008,1,52737,120,16
5111,Leshan,"[60,63)",2009,0,53008,49,7
5111,Leshan,"[60,63)",2009,1,56915,89,18
5111,Leshan,"[60,63)",2010,0,54259,25,9
5111,Leshan,"[60,63)",2010,1,56360,87,20
5111,Leshan,"[60,63)",2011,0,55579,26,13
5111,Leshan,"[60,63)",2011,1,56829,79,23
5111,Leshan,"[60,63)",2012,0,60926,25,10
5111,Leshan,"[60,63)",2012,1,60923,81,21
5111,Leshan,"[60,63)",2013,0,68618,27,17
5111,Leshan,"[60,63)",2013,1,67686,70,29
5111,Leshan,"[60,63)",2014,0,75186,27,22
5111,Leshan,"[60,63)",2014,1,73592,75,38
5111,Leshan,"[60,63)",2015,0,75544,26,26
5111,Leshan,"[60,63)",2015,1,74470,70,46
5111,Leshan,"[60,63)",2016,0,72406,26,30
5111,Leshan,"[60,63)",2016,1,72200,53,60
5111,Leshan,"[60,63)",2017,0,70272,18,43
5111,Leshan,"[60,63)",2017,1,71037,55,66
5111,Leshan,"[60,63)",2018,0,64125,17,42
5111,Leshan,"[60,63)",2018,1,65858,54,94
5111,Leshan,"[63,66)",2005,0,41155,30,3
5111,Leshan,"[63,66)",2005,1,44589,97,8
5111,Leshan,"[63,66)",2006,0,43876,41,8
5111,Leshan,"[63,66)",2006,1,46625,127,9
5111,Leshan,"[63,66)",2007,0,45852,38,3
5111,Leshan,"[63,66)",2007,1,48134,129,8
5111,Leshan,"[63,66)",2008,0,45834,30,4
5111,Leshan,"[63,66)",2008,1,47438,82,19
5111,Leshan,"[63,66)",2009,0,46139,30,5
5111,Leshan,"[63,66)",2009,1,48135,109,9
5111,Leshan,"[63,66)",2010,0,46809,27,6
5111,Leshan,"[63,66)",2010,1,49718,90,15
5111,Leshan,"[63,66)",2011,0,47359,12,6
5111,Leshan,"[63,66)",2011,1,50643,86,18
5111,Leshan,"[63,66)",2012,0,51745,21,11
5111,Leshan,"[63,66)",2012,1,54886,79,19
5111,Leshan,"[63,66)",2013,0,53134,27,17
5111,Leshan,"[63,66)",2013,1,54544,68,31
5111,Leshan,"[63,66)",2014,0,54575,19,12
5111,Leshan,"[63,66)",2014,1,55163,58,35
5111,Leshan,"[63,66)",2015,0,59974,17,19
5111,Leshan,"[63,66)",2015,1,59329,41,38
5111,Leshan,"[63,66)",2016,0,67651,21,20
5111,Leshan,"[63,66)",2016,1,66046,68,50
5111,Leshan,"[63,66)",2017,0,74219,24,44
5111,Leshan,"[63,66)",2017,1,71906,76,74
5111,Leshan,"[63,66)",2018,0,74671,21,44
5111,Leshan,"[63,66)",2018,1,72895,73,96
5111,Leshan,"[66,69)",2005,0,33551,34,1
5111,Leshan,"[66,69)",2005,1,36069,81,6
5111,Leshan,"[66,69)",2006,0,34262,32,5
5111,Leshan,"[66,69)",2006,1,36622,92,6
5111,Leshan,"[66,69)",2007,0,35773,38,6
5111,Leshan,"[66,69)",2007,1,38045,127,6
5111,Leshan,"[66,69)",2008,0,39551,25,2
5111,Leshan,"[66,69)",2008,1,42045,79,9
5111,Leshan,"[66,69)",2009,0,42238,18,1
5111,Leshan,"[66,69)",2009,1,44039,106,9
5111,Leshan,"[66,69)",2010,0,44247,26,6
5111,Leshan,"[66,69)",2010,1,45576,72,12
5111,Leshan,"[66,69)",2011,0,44358,25,6
5111,Leshan,"[66,69)",2011,1,45052,74,10
5111,Leshan,"[66,69)",2012,0,44803,26,11
5111,Leshan,"[66,69)",2012,1,45878,65,20
5111,Leshan,"[66,69)",2013,0,45607,27,14
5111,Leshan,"[66,69)",2013,1,47563,44,32
5111,Leshan,"[66,69)",2014,0,46279,17,20
5111,Leshan,"[66,69)",2014,1,48589,50,19
5111,Leshan,"[66,69)",2015,0,50703,14,16
5111,Leshan,"[66,69)",2015,1,52818,56,26
5111,Leshan,"[66,69)",2016,0,52177,16,16
5111,Leshan,"[66,69)",2016,1,52610,61,43
5111,Leshan,"[66,69)",2017,0,53693,23,22
5111,Leshan,"[66,69)",2017,1,53303,37,51
5111,Leshan,"[66,69)",2018,0,59137,16,34
5111,Leshan,"[66,69)",2018,1,57500,50,67
5111,Leshan,"[69,72)",2005,0,31322,26,3
5111,Leshan,"[69,72)",2005,1,30805,91,12
5111,Leshan,"[69,72)",2006,0,33155,38,4
5111,Leshan,"[69,72)",2006,1,33485,95,10
5111,Leshan,"[69,72)",2007,0,33660,37,0
5111,Leshan,"[69,72)",2007,1,34946,122,4
5111,Leshan,"[69,72)",2008,0,31801,23,3
5111,Leshan,"[69,72)",2008,1,33299,90,12
5111,Leshan,"[69,72)",2009,0,32576,24,3
5111,Leshan,"[69,72)",2009,1,33922,73,8
5111,Leshan,"[69,72)",2010,0,34152,17,1
5111,Leshan,"[69,72)",2010,1,35391,71,4
5111,Leshan,"[69,72)",2011,0,37936,19,1
5111,Leshan,"[69,72)",2011,1,39286,59,14
5111,Leshan,"[69,72)",2012,0,40698,22,8
5111,Leshan,"[69,72)",2012,1,41327,77,20
5111,Leshan,"[69,72)",2013,0,42821,16,2
5111,Leshan,"[69,72)",2013,1,42955,45,23
5111,Leshan,"[69,72)",2014,0,43107,21,13
5111,Leshan,"[69,72)",2014,1,42637,49,22
5111,Leshan,"[69,72)",2015,0,43708,16,11
5111,Leshan,"[69,72)",2015,1,43587,44,18
5111,Leshan,"[69,72)",2016,0,44653,14,15
5111,Leshan,"[69,72)",2016,1,45356,54,37
5111,Leshan,"[69,72)",2017,0,45463,12,18
5111,Leshan,"[69,72)",2017,1,46486,44,51
5111,Leshan,"[69,72)",2018,0,49967,10,10
5111,Leshan,"[69,72)",2018,1,50699,46,46
5111,Leshan,"[72,75)",2005,0,26515,20,0
5111,Leshan,"[72,75)",2005,1,26913,73,2
5111,Leshan,"[72,75)",2006,0,26785,29,1
5111,Leshan,"[72,75)",2006,1,26538,86,5
5111,Leshan,"[72,75)",2007,0,27608,18,3
5111,Leshan,"[72,75)",2007,1,26903,78,7
5111,Leshan,"[72,75)",2008,0,29155,18,4
5111,Leshan,"[72,75)",2008,1,27681,60,4
5111,Leshan,"[72,75)",2009,0,30966,8,1
5111,Leshan,"[72,75)",2009,1,30196,59,1
5111,Leshan,"[72,75)",2010,0,31569,19,7
5111,Leshan,"[72,75)",2010,1,31644,57,8
5111,Leshan,"[72,75)",2011,0,29979,18,5
5111,Leshan,"[72,75)",2011,1,30299,47,11
5111,Leshan,"[72,75)",2012,0,30885,25,2
5111,Leshan,"[72,75)",2012,1,31047,55,9
5111,Leshan,"[72,75)",2013,0,32565,9,10
5111,Leshan,"[72,75)",2013,1,32587,35,7
5111,Leshan,"[72,75)",2014,0,36359,11,6
5111,Leshan,"[72,75)",2014,1,36355,31,21
5111,Leshan,"[72,75)",2015,0,39185,12,7
5111,Leshan,"[72,75)",2015,1,38413,30,20
5111,Leshan,"[72,75)",2016,0,41405,10,11
5111,Leshan,"[72,75)",2016,1,40098,44,35
5111,Leshan,"[72,75)",2017,0,41860,16,14
5111,Leshan,"[72,75)",2017,1,39972,55,30
5111,Leshan,"[72,75)",2018,0,42623,11,14
5111,Leshan,"[72,75)",2018,1,41039,44,36
5111,Leshan,"[75,78)",2005,0,21877,13,2
5111,Leshan,"[75,78)",2005,1,21218,48,3
5111,Leshan,"[75,78)",2006,0,21680,19,1
5111,Leshan,"[75,78)",2006,1,21073,76,1
5111,Leshan,"[75,78)",2007,0,22464,20,1
5111,Leshan,"[75,78)",2007,1,21698,75,7
5111,Leshan,"[75,78)",2008,0,24036,17,5
5111,Leshan,"[75,78)",2008,1,23320,63,9
5111,Leshan,"[75,78)",2009,0,24355,11,6
5111,Leshan,"[75,78)",2009,1,23057,54,3
5111,Leshan,"[75,78)",2010,0,25222,16,0
5111,Leshan,"[75,78)",2010,1,23488,51,5
5111,Leshan,"[75,78)",2011,0,26806,13,3
5111,Leshan,"[75,78)",2011,1,24358,31,10
5111,Leshan,"[75,78)",2012,0,28592,12,4
5111,Leshan,"[75,78)",2012,1,26703,38,10
5111,Leshan,"[75,78)",2013,0,29282,14,3
5111,Leshan,"[75,78)",2013,1,28121,33,14
5111,Leshan,"[75,78)",2014,0,27953,10,6
5111,Leshan,"[75,78)",2014,1,27067,29,14
5111,Leshan,"[75,78)",2015,0,28944,8,4
5111,Leshan,"[75,78)",2015,1,27894,30,8
5111,Leshan,"[75,78)",2016,0,30673,11,7
5111,Leshan,"[75,78)",2016,1,29448,38,22
5111,Leshan,"[75,78)",2017,0,34396,11,13
5111,Leshan,"[75,78)",2017,1,33003,45,25
5111,Leshan,"[75,78)",2018,0,37212,19,14
5111,Leshan,"[75,78)",2018,1,35020,32,48
5111,Leshan,"[78,Inf)",2005,0,45398,16,1
5111,Leshan,"[78,Inf)",2005,1,33880,78,2
5111,Leshan,"[78,Inf)",2006,0,47935,30,1
5111,Leshan,"[78,Inf)",2006,1,36505,91,11
5111,Leshan,"[78,Inf)",2007,0,50312,30,2
5111,Leshan,"[78,Inf)",2007,1,38851,96,8
5111,Leshan,"[78,Inf)",2008,0,52865,19,3
5111,Leshan,"[78,Inf)",2008,1,41615,73,7
5111,Leshan,"[78,Inf)",2009,0,54862,24,4
5111,Leshan,"[78,Inf)",2009,1,43754,64,14
5111,Leshan,"[78,Inf)",2010,0,57624,15,9
5111,Leshan,"[78,Inf)",2010,1,46353,75,14
5111,Leshan,"[78,Inf)",2011,0,61279,7,9
5111,Leshan,"[78,Inf)",2011,1,50199,53,15
5111,Leshan,"[78,Inf)",2012,0,63305,14,7
5111,Leshan,"[78,Inf)",2012,1,51919,49,25
5111,Leshan,"[78,Inf)",2013,0,66513,15,12
5111,Leshan,"[78,Inf)",2013,1,54664,48,22
5111,Leshan,"[78,Inf)",2014,0,71165,17,8
5111,Leshan,"[78,Inf)",2014,1,58882,60,17
5111,Leshan,"[78,Inf)",2015,0,74488,12,13
5111,Leshan,"[78,Inf)",2015,1,62539,52,30
5111,Leshan,"[78,Inf)",2016,0,77888,11,17
5111,Leshan,"[78,Inf)",2016,1,66309,61,40
5111,Leshan,"[78,Inf)",2017,0,80770,13,16
5111,Leshan,"[78,Inf)",2017,1,69239,46,50
5111,Leshan,"[78,Inf)",2018,0,84566,28,26
5111,Leshan,"[78,Inf)",2018,1,73366,54,77
5113,Nanchong,"[0,12)",2005,0,401857,17,10
5113,Nanchong,"[0,12)",2005,1,476119,38,5
5113,Nanchong,"[0,12)",2006,0,374304,20,9
5113,Nanchong,"[0,12)",2006,1,443746,40,9
5113,Nanchong,"[0,12)",2007,0,337510,17,6
5113,Nanchong,"[0,12)",2007,1,401857,26,13
5113,Nanchong,"[0,12)",2008,0,313768,21,11
5113,Nanchong,"[0,12)",2008,1,373928,27,19
5113,Nanchong,"[0,12)",2009,0,294125,22,11
5113,Nanchong,"[0,12)",2009,1,350291,16,16
5113,Nanchong,"[0,12)",2010,0,274420,7,24
5113,Nanchong,"[0,12)",2010,1,326508,15,28
5113,Nanchong,"[0,12)",2011,0,263362,7,39
5113,Nanchong,"[0,12)",2011,1,313036,10,45
5113,Nanchong,"[0,12)",2012,0,256082,8,54
5113,Nanchong,"[0,12)",2012,1,302577,16,59
5113,Nanchong,"[0,12)",2013,0,247481,7,47
5113,Nanchong,"[0,12)",2013,1,290004,11,48
5113,Nanchong,"[0,12)",2014,0,242568,8,40
5113,Nanchong,"[0,12)",2014,1,281874,15,42
5113,Nanchong,"[0,12)",2015,0,239851,4,27
5113,Nanchong,"[0,12)",2015,1,276335,8,35
5113,Nanchong,"[0,12)",2016,0,238757,5,29
5113,Nanchong,"[0,12)",2016,1,272655,4,29
5113,Nanchong,"[0,12)",2017,0,238372,5,31
5113,Nanchong,"[0,12)",2017,1,269746,6,39
5113,Nanchong,"[0,12)",2018,0,238074,4,17
5113,Nanchong,"[0,12)",2018,1,266873,4,26
5113,Nanchong,"[12,15)",2005,0,152619,35,0
5113,Nanchong,"[12,15)",2005,1,179902,37,1
5113,Nanchong,"[12,15)",2006,0,147230,24,0
5113,Nanchong,"[12,15)",2006,1,172173,28,0
5113,Nanchong,"[12,15)",2007,0,157620,39,0
5113,Nanchong,"[12,15)",2007,1,182870,19,0
5113,Nanchong,"[12,15)",2008,0,148555,25,1
5113,Nanchong,"[12,15)",2008,1,172785,17,0
5113,Nanchong,"[12,15)",2009,0,142225,26,1
5113,Nanchong,"[12,15)",2009,1,165727,19,0
5113,Nanchong,"[12,15)",2010,0,125337,24,0
5113,Nanchong,"[12,15)",2010,1,147468,18,1
5113,Nanchong,"[12,15)",2011,0,111674,17,0
5113,Nanchong,"[12,15)",2011,1,131339,12,0
5113,Nanchong,"[12,15)",2012,0,97685,10,0
5113,Nanchong,"[12,15)",2012,1,115674,13,0
5113,Nanchong,"[12,15)",2013,0,85094,18,0
5113,Nanchong,"[12,15)",2013,1,102126,11,1
5113,Nanchong,"[12,15)",2014,0,78178,12,1
5113,Nanchong,"[12,15)",2014,1,95268,8,1
